,FLIGHT_COUNT,AGE,GENDER,avg_discount,Points_Sum,AVG_INTERVAL
15140,23,48.0,1,0.624106297,13806,32.0
15147,15,43.0,0,0.7563730320000001,12968,44.0
15152,14,36.0,1,0.637037201,12372,45.46153846
15160,10,44.0,0,0.668002621,11544,59.33333333
15165,16,34.0,0,0.7369134940000001,14488,42.33333333
15173,20,48.0,0,0.8277467890000001,13077,37.78947368
15177,18,46.0,0,0.721402916,12262,38.82352941
15185,10,40.0,0,0.731138185,11388,65.0
15195,11,46.0,0,0.6709533329999999,12675,63.8
15205,5,41.0,0,0.66128403,15281,46.25
15207,26,54.0,0,0.750165152,14013,24.2
15214,15,30.0,0,0.940096659,14887,31.0
15217,10,39.0,0,0.6289349470000001,11951,50.33333333
15222,10,42.0,0,0.628819417,9973,63.0
15231,14,55.0,0,0.678302725,11595,52.15384615
15234,9,53.0,0,0.902380406,14637,80.625
15237,9,39.0,0,0.623276409,14237,50.125
15242,16,48.0,0,0.8327226520000001,15422,36.86666667
15245,13,35.0,0,0.785851245,14195,27.25
15246,16,47.0,0,0.941038013,14963,41.2
15248,11,29.0,1,0.756297455,13475,36.9
15249,15,40.0,0,0.606154261,13044,32.28571429
15255,20,49.0,0,0.75889844,13487,34.05263158
15256,14,35.0,1,0.967739114,13819,42.76923077
15262,16,42.0,0,0.7494609040000001,13087,34.0
15271,14,54.0,0,0.61690173,12113,43.46153846
15279,20,44.0,0,0.6158207720000001,11276,35.63157895
15282,16,33.0,0,0.785491237,14678,27.8
15292,12,57.0,0,0.644933975,13542,62.45454545
15293,18,43.0,0,0.654633566,12988,26.35294118
15299,23,47.0,0,0.695774986,11094,32.31818182
15300,22,36.0,0,0.7076779259999999,11830,28.85714286
15302,21,54.0,0,0.86226955,14526,29.9
15311,10,48.0,0,0.88,11019,43.11111111
15314,16,46.0,0,0.780136481,15259,34.0
15318,14,36.0,0,0.741466383,13443,31.15384615
15327,19,53.0,0,0.638214096,10081,26.72222222
15328,12,35.0,0,0.685298752,14044,58.63636364
15348,14,47.0,0,0.658357964,9318,38.30769231
15350,9,38.0,0,0.8971957309999999,14469,70.125
15355,18,31.0,0,0.8521040009999999,14427,34.17647059
15356,19,38.0,1,0.843778809,13862,24.72222222
15358,12,47.0,1,0.900833333,14720,54.09090909
15361,14,44.0,0,0.796463694,11714,40.38461538
15363,16,60.0,0,0.83650289,13050,42.6
15364,11,39.0,0,0.603385453,12572,72.9
15367,21,42.0,0,0.633164485,11869,30.9
15370,17,40.0,0,0.71828268,13778,41.75
15371,13,36.0,0,0.754568861,14449,55.75
15373,19,26.0,0,0.752611545,13840,32.88888889
15377,24,45.0,0,0.779516653,13365,27.7826087
15383,15,44.0,0,0.863368922,14296,48.14285714
15385,10,47.0,0,0.858644217,12997,67.88888889
15390,14,53.0,0,0.797792892,13391,40.23076923
15402,11,44.0,1,0.6494135529999999,12940,42.0
15406,22,54.0,0,0.8061032109999999,14995,34.28571429
15410,23,36.0,0,0.656131436,11944,18.72727273
15412,17,53.0,0,0.6060472889999999,11111,21.4375
15413,12,29.0,0,0.646474981,10738,33.90909091
15418,8,39.0,0,0.91445351,15223,96.28571429
15419,21,46.0,0,0.77017798,14470,24.25
15429,13,29.0,0,0.667634298,11751,43.75
15430,12,44.0,1,0.813907157,14280,30.0
15434,13,49.0,0,0.621832308,11313,48.66666667
15435,14,41.0,0,0.7341931979999999,14028,55.84615385
15436,17,55.0,0,0.666359005,11228,36.9375
15438,17,40.0,0,0.7408901370000001,13135,39.6875
15441,4,46.0,0,0.8950264609999999,13826,167.33333330000002
15453,10,46.0,0,0.687973278,11905,42.88888889
15455,23,36.0,1,0.709730199,11997,32.59090909
15456,13,50.0,0,0.7574377590000001,12760,48.41666667
15470,19,56.0,0,0.710001828,12617,28.33333333
15474,17,49.0,0,0.7924302259999999,12344,31.125
15477,18,44.0,1,0.637928853,12748,38.88235294
15478,13,47.0,1,0.7605793909999999,14092,51.08333333
15481,20,31.0,0,0.689279595,13140,32.52631579
15489,21,35.0,0,0.7000338229999999,13977,27.65
15490,14,52.0,0,0.6700276270000001,13514,34.92307692
15492,15,30.0,0,0.770403574,13470,47.78571429
15498,21,24.0,0,0.786321658,13182,27.75
15499,26,48.0,0,0.710968378,13230,20.12
15501,16,41.0,0,0.6916358290000001,12696,43.86666667
15502,12,31.0,0,0.6898634709999999,13605,49.45454545
15504,23,43.0,0,0.702154013,13970,28.86363636
15505,15,42.0,0,0.769566835,13786,50.0
15506,14,41.0,0,0.81694601,14953,39.76923077
15507,14,37.0,0,0.698888288,13323,45.0
15508,16,36.0,0,0.70900064,12790,42.86666667
15512,14,55.0,0,0.606689364,12376,53.92307692
15515,20,44.0,0,0.697392224,12700,36.73684211
15523,13,36.0,0,0.689151246,12440,46.75
15526,12,43.0,0,0.7752854,14454,61.81818182
15530,12,46.0,0,0.709775363,13907,50.90909091
15531,12,44.0,0,0.7462424679999999,11073,40.45454545
15532,15,48.0,1,0.985218941,15482,42.35714286
15533,12,55.0,0,0.702896458,12432,28.90909091
15536,15,33.0,0,0.7375699509999999,14156,41.64285714
15538,8,48.0,0,1.067760524,14233,97.0
15540,15,53.0,0,0.66189979,14551,50.42857143
15548,13,48.0,0,0.60170689,14808,37.5
15555,18,42.0,0,0.651414721,11938,29.64705882
15557,11,34.0,0,0.859681171,14351,50.5
15563,26,48.0,0,0.8110643209999999,14663,25.8
15570,11,48.0,1,0.7769044620000001,13324,72.7
15571,17,60.0,0,0.667840924,11217,37.125
15573,12,38.0,0,0.6524220270000001,11707,44.90909091
15582,10,47.0,0,0.632009256,10775,63.11111111
15585,18,41.0,0,0.6672890810000001,11492,38.82352941
15586,16,34.0,0,0.727849528,13311,40.13333333
15587,18,42.0,1,0.616072113,10803,29.17647059
15596,13,33.0,0,0.618665303,13209,46.75
15597,10,41.0,0,0.888258641,12949,72.22222222
15598,13,54.0,0,0.8486087720000001,13420,39.5
15600,12,48.0,0,0.738561165,13187,53.09090909
15604,5,26.0,0,0.8159062290000001,15268,23.0
15605,12,43.0,0,0.7160247059999999,13446,43.0
15620,10,40.0,1,0.613929539,9887,63.22222222
15622,16,40.0,0,0.608464638,10412,23.33333333
15623,10,64.0,0,0.940105623,14708,59.22222222
15629,13,28.0,1,0.700267552,14526,54.91666667
15632,11,48.0,1,0.61965327,8088,65.3
15634,10,50.0,0,0.651789451,9987,32.55555556
15635,11,52.0,0,0.723617932,14060,56.8
15636,9,37.0,1,0.605555556,14178,77.875
15638,13,31.0,0,0.647454216,12706,48.66666667
15639,16,46.0,0,0.782899908,14121,36.73333333
15641,13,29.0,1,0.7092288529999999,10651,22.08333333
15643,22,48.0,0,0.687582722,10122,32.19047619
15648,12,35.0,1,0.76035119,11475,53.54545455
15651,11,33.0,1,0.818093464,13377,67.2
15656,16,40.0,0,0.7207562390000001,14508,31.33333333
15658,18,26.0,1,0.6473410310000001,11644,29.11764706
15662,28,33.0,0,0.663878971,12411,24.48148148
15663,16,42.0,0,0.730166889,13673,40.4
15664,16,47.0,0,0.7282354059999999,11065,43.6
15675,12,42.0,0,0.68790731,12775,59.54545455
15678,7,35.0,0,0.594782895,12312,108.6666667
15686,17,46.0,0,0.7118989929999999,13126,32.75
15687,19,53.0,0,0.79478182,15662,33.16666667
15688,17,29.0,0,0.96414812,14578,29.875
15689,17,43.0,0,0.7741811390000001,13968,31.6875
15692,23,39.0,0,0.7292142690000001,13966,29.77272727
15693,21,49.0,0,0.650857106,12822,32.7
15699,9,53.0,0,0.665673152,13605,69.75
15703,17,48.0,0,0.899365573,14638,37.0625
15704,16,35.0,0,0.670786605,11157,43.46666667
15708,22,32.0,0,0.612434053,11015,29.85714286
15709,15,30.0,0,0.8064307140000001,14432,37.64285714
15710,9,42.0,0,0.8655555559999999,13737,54.625
15718,18,56.0,0,0.7382990309999999,13903,35.05882353
15720,12,37.0,0,0.648993178,12611,55.72727273
15723,10,31.0,0,0.841925783,14023,56.55555556
15724,15,50.0,0,0.63162714,13708,25.28571429
15726,12,39.0,0,0.844919715,12376,60.09090909
15731,22,42.0,0,0.616423596,14421,34.42857143
15734,14,45.0,0,0.910298507,14389,42.69230769
15742,11,40.0,0,0.757759842,12626,23.8
