,FLIGHT_COUNT,AGE,GENDER,avg_discount,Points_Sum,AVG_INTERVAL
19010,16,55.0,0,0.495719792,8107,34.86666667
19015,12,31.0,0,0.549903768,9681,25.54545455
19016,14,36.0,1,0.6937761709999999,9901,49.46153846
19024,13,48.0,0,0.641558772,8023,35.83333333
19025,12,24.0,1,1.018656574,12176,43.27272727
19027,17,36.0,1,0.719744624,9877,44.875
19028,10,48.0,0,0.709526833,12044,44.11111111
19030,7,47.0,0,0.6983140390000001,10902,77.0
19032,17,39.0,0,0.634471111,8240,37.375
19034,19,43.0,0,0.638902372,11445,38.94444444
19036,12,44.0,0,0.6884066670000001,8689,18.72727273
19039,11,29.0,0,0.6385813029999999,12050,56.3
19041,10,39.0,1,0.6399825570000001,12039,52.0
19044,11,45.0,1,0.673495935,9253,50.2
19046,11,36.0,0,0.7521310999999999,10768,56.2
19048,13,31.0,1,0.689616459,11049,31.0
19049,11,44.0,0,0.6762487490000001,8902,48.0
19051,16,46.0,0,0.719112095,10455,29.13333333
19052,14,44.0,0,0.5449229529999999,7504,40.61538462
19053,17,30.0,1,0.8763073459999999,12220,37.8125
19055,18,42.0,0,0.702674915,10618,35.52941176
19059,10,48.0,0,0.979358925,11963,77.0
19061,11,37.0,0,0.628485353,8873,36.7
19064,20,47.0,0,0.708667477,11188,34.47368421
19068,10,64.0,0,0.633982104,10245,45.66666667
19070,9,39.0,0,0.8710413690000001,10763,60.625
19071,7,51.0,1,0.680900112,8599,111.0
19072,19,35.0,0,0.689700882,10789,36.61111111
19073,18,44.0,0,0.627575268,9235,33.29411765
19080,12,42.0,0,0.639334032,8444,25.54545455
19083,15,28.0,1,0.776250454,10841,32.92857143
19086,12,52.0,0,0.8563473490000001,10905,36.72727273
19087,12,29.0,0,0.618620273,9843,56.18181818
19089,12,32.0,1,0.719979203,12056,64.36363636
19091,24,32.0,0,0.80851127,10685,31.52173913
19093,12,54.0,0,0.791765906,11581,50.54545455
19099,12,30.0,1,0.928082947,11946,46.63636364
19102,8,28.0,0,1.085566206,11758,50.28571429
19103,12,46.0,0,0.8332354470000001,12110,53.45454545
19106,12,49.0,1,0.560485326,8900,47.09090909
19107,10,44.0,0,0.6756875790000001,10148,48.88888889
19109,15,32.0,0,0.665331253,8713,39.07142857
19111,13,54.0,1,0.62135017,9805,51.41666667
19112,12,61.0,0,0.554973104,9278,48.63636364
19113,9,32.0,0,0.790862389,12647,58.875
19114,18,33.0,0,0.961206702,11318,38.11764706
19115,12,46.0,0,0.7419301709999999,10630,50.54545455
19117,8,42.0,0,0.830186291,11127,42.57142857
19119,8,56.0,0,0.909157543,11691,85.42857143
19120,12,36.0,0,0.835111996,13121,55.27272727
19125,19,47.0,0,0.568358594,8801,34.11111111
19127,16,42.0,0,0.77987375,12317,42.6
19128,6,38.0,1,0.795654636,11199,76.8
19131,9,33.0,0,0.790468093,13243,75.625
19132,11,38.0,0,0.537304023,9776,58.8
19135,14,43.0,0,0.701071056,11632,38.23076923
19137,15,40.0,0,0.8093019570000001,12364,35.21428571
19139,17,30.0,1,0.815757885,11197,38.25
19143,13,52.0,0,0.847155647,11224,51.25
19146,16,43.0,0,0.747048605,10198,48.4
19147,14,47.0,0,0.879835354,12722,44.30769231
19148,12,41.0,0,0.626766294,9276,61.0
19149,8,46.0,0,0.8851351540000001,11838,36.28571429
19157,15,45.0,0,0.59088784,10223,43.5
19158,12,40.0,0,0.685476318,10972,28.72727273
19161,11,32.0,0,0.7691892709999999,11139,32.6
19163,12,33.0,1,0.689597881,9391,38.09090909
19167,8,54.0,1,0.898183354,11465,44.28571429
19169,16,43.0,0,0.5605414670000001,8327,40.0
19170,15,31.0,0,0.654181883,9550,39.71428571
19171,13,47.0,0,0.950913361,11304,37.91666667
19172,18,39.0,0,0.630393456,9367,40.70588235
19175,18,49.0,1,0.53223609,9452,37.35294118
19176,15,42.0,0,0.7719831659999999,11228,38.57142857
19178,17,30.0,1,0.7735163829999999,12048,35.5625
19183,13,35.0,0,0.614020042,11841,48.91666667
19185,20,40.0,0,0.594092117,10092,34.52631579
19189,10,55.0,0,0.605025877,10226,64.44444444
19195,5,35.0,0,0.751147087,12291,34.5
19196,22,45.0,0,0.710935529,8828,30.9047619
19200,12,54.0,0,0.708975501,9278,60.27272727
19201,15,29.0,1,0.748453354,11857,50.71428571
19203,13,50.0,0,0.658194696,10319,43.33333333
19205,8,30.0,1,0.820356383,13645,56.14285714
19206,23,47.0,0,0.813969178,11878,30.95454545
19209,10,55.0,0,1.035302205,12693,77.88888889
19210,13,38.0,1,0.703093752,9429,26.25
19220,15,40.0,0,0.786000742,11626,48.0
19221,12,64.0,0,0.7359497770000001,9333,56.45454545
19223,14,58.0,0,0.6814520709999999,8437,41.76923077
19226,16,53.0,0,0.755200428,10561,46.73333333
19227,14,33.0,0,0.7602857829999999,10550,22.15384615
19228,19,45.0,0,0.755124109,9668,38.5
19229,4,28.0,1,0.691508511,6780,164.33333330000002
19231,11,48.0,0,0.8157220759999999,11856,46.4
19232,10,33.0,0,0.7790459559999999,10975,75.55555556
19233,9,36.0,0,0.852521961,10756,61.625
19235,10,45.0,0,0.7386052190000001,9915,69.44444444
19236,11,42.0,0,0.958669382,12122,63.4
19238,7,58.0,0,1.038154412,11750,99.83333333
19240,15,42.0,0,0.684274328,8749,46.35714286
19243,19,39.0,0,0.690502147,12046,35.83333333
19244,18,39.0,0,0.756368615,11419,42.23529412
19245,12,31.0,0,0.5376598539999999,8807,49.90909091
19260,12,39.0,0,0.766171253,10994,44.90909091
19261,8,44.0,1,0.926513427,13037,77.42857143
19262,13,37.0,0,0.7117439320000001,12037,48.83333333
19263,8,40.0,0,0.635875989,10649,76.57142857
19264,14,48.0,0,0.729375503,8944,41.84615385
19269,8,40.0,1,0.705222537,10006,88.0
19270,11,44.0,0,0.670586526,7882,61.4
19276,21,36.0,0,0.697157224,10337,34.95
19277,13,38.0,0,0.5820672720000001,7964,44.66666667
19279,19,39.0,0,0.727813612,8752,26.05555556
19280,8,43.0,1,0.573824993,11634,71.71428571
19281,11,52.0,1,0.6062507770000001,8442,63.1
19284,17,51.0,0,0.52901506,8740,33.625
19286,17,47.0,0,0.620487888,10046,25.625
19289,13,29.0,0,0.580014641,11651,45.0
19294,10,32.0,0,0.637893916,10617,55.22222222
19295,12,44.0,0,0.8225887470000001,11700,26.90909091
19296,14,56.0,0,0.7873148609999999,11215,51.15384615
19298,9,45.0,0,0.790527202,11251,72.625
19301,13,31.0,1,0.842611588,13084,58.25
19305,13,49.0,0,0.518787122,8276,59.75
19306,13,53.0,0,0.68566192,12064,49.58333333
19307,14,35.0,0,0.664304076,9877,41.76923077
19310,15,38.0,0,0.751335905,10244,46.42857143
19311,13,50.0,0,0.7162381170000001,11124,56.91666667
19314,10,31.0,0,0.649688398,9019,61.44444444
19317,12,45.0,0,0.759481486,11531,45.90909091
19318,15,34.0,0,0.654892362,9589,38.85714286
19321,15,29.0,0,0.775132933,12380,38.07142857
19322,9,39.0,0,0.519861123,8677,73.75
19325,13,46.0,1,0.809708725,11166,52.91666667
19328,12,33.0,0,0.596997923,9671,56.36363636
19329,14,60.0,0,0.617939696,10066,49.69230769
19334,16,56.0,0,0.644039735,10181,37.0
19335,10,59.0,0,0.747855072,11266,38.66666667
19336,9,46.0,0,0.8284894159999999,9795,79.375
19338,13,42.0,0,0.72275659,11620,43.83333333
19339,10,30.0,0,0.958313116,11001,40.44444444
19341,13,55.0,0,0.7042249829999999,10756,56.41666667
19342,15,47.0,0,0.645550335,10075,31.85714286
19343,11,32.0,0,0.765323968,11105,37.2
19345,7,49.0,0,0.784614716,10691,61.83333333
19346,16,44.0,1,0.548509355,8365,42.13333333
19348,7,31.0,0,0.816035262,11882,89.5
19350,19,38.0,0,0.7516747979999999,10712,35.22222222
19351,16,37.0,0,0.6794181229999999,10480,44.46666667
19353,13,30.0,1,0.815140018,11578,35.5
19354,11,38.0,0,0.622062241,8891,46.8
19357,12,52.0,0,0.79520811,12806,55.18181818
19359,11,56.0,0,0.735222403,12421,40.2
19363,14,43.0,0,0.675758176,8622,51.15384615
19365,16,35.0,0,0.675655874,8758,25.06666667
19366,15,45.0,0,0.6788116359999999,10491,35.92857143
19370,12,32.0,1,0.607115718,7751,40.72727273
19372,10,34.0,0,0.770115931,12525,60.66666667
19374,20,46.0,0,0.538999359,7961,32.15789474
19375,9,40.0,1,0.574889537,7585,52.5
19376,12,37.0,0,0.568610948,9125,55.36363636
19379,11,40.0,0,0.785660565,9388,45.1
19382,21,45.0,0,0.583550416,11039,22.7
19386,19,32.0,0,0.544092399,8355,23.38888889
19389,16,39.0,0,0.7542129190000001,12098,41.66666667
19393,8,42.0,0,0.719747059,10653,65.28571429
19398,13,32.0,0,0.5947187620000001,9496,48.83333333
19400,19,31.0,0,0.7793685840000001,11869,37.33333333
19403,11,32.0,1,0.863257519,12608,60.8
19404,9,53.0,0,0.780924698,8948,71.375
19405,11,41.0,1,0.735511384,8231,50.0
19406,15,40.0,0,0.730066647,9176,44.85714286
19408,16,45.0,0,0.71230095,10835,39.4
19409,16,47.0,0,0.8146568790000001,11017,44.93333333
19412,18,36.0,1,0.648734803,10165,33.94117647
19413,11,35.0,0,0.725565543,9932,66.0
19416,12,27.0,1,0.648019455,7876,59.27272727
19418,12,31.0,0,0.849817065,11964,51.0
19421,16,41.0,0,0.712488255,10315,39.33333333
19427,9,44.0,0,0.683768675,9754,58.125
19429,10,46.0,0,0.742352247,9410,39.11111111
19433,9,48.0,0,0.6941523690000001,10595,83.5
19435,13,44.0,0,0.70236184,8688,49.25
19436,15,41.0,0,0.69354115,10728,21.28571429
19440,14,54.0,0,0.706081491,9880,49.84615385
19441,10,47.0,0,0.681648244,8231,74.44444444
19442,27,30.0,0,0.738334898,10955,27.23076923
19444,6,37.0,0,0.622060627,6816,29.4
19445,14,40.0,1,0.6069040379999999,9118,20.15384615
19446,26,30.0,0,0.705810561,10915,25.24
19447,20,33.0,0,0.60177042,11824,33.36842105
19450,8,35.0,0,0.93890996,12609,67.85714286
19453,13,61.0,0,0.575187777,10870,50.83333333
19454,16,34.0,0,0.554920334,8606,35.2
19456,10,30.0,0,0.897231263,10615,51.22222222
19458,9,31.0,0,0.911415416,13142,42.375
19463,13,45.0,0,0.63369403,9194,42.33333333
19464,14,40.0,0,0.769786217,10920,50.15384615
19465,10,47.0,1,0.64371171,8688,71.66666667
19466,6,34.0,0,0.936610271,12567,85.8
19467,10,35.0,1,0.962057878,11949,40.66666667
19468,11,36.0,0,0.942783405,12837,52.0
19471,17,50.0,0,0.8569738729999999,11730,39.0
19472,4,65.0,0,0.541682118,8510,139.33333330000002
19473,9,38.0,0,0.8598302529999999,11267,48.625
19474,15,37.0,0,0.59010241,9272,31.5
19475,16,34.0,0,0.7609189479999999,9844,41.86666667
19479,8,56.0,0,0.5875,9111,93.28571429
19481,11,50.0,0,0.587167773,8489,36.2
19482,14,39.0,0,0.609937339,11353,49.23076923
19483,11,43.0,0,0.797727937,10701,49.1
19484,13,48.0,0,0.59621664,11238,50.33333333
19487,18,48.0,0,0.689017455,11437,17.70588235
19488,12,33.0,1,0.714554822,10506,56.72727273
19491,6,29.0,1,1.099189,12158,114.8
19492,7,31.0,0,0.773203722,11204,35.83333333
19494,16,41.0,0,0.760295098,10536,43.8
19495,8,39.0,0,0.6492997979999999,8505,101.1428571
19498,19,42.0,0,0.641844973,9024,38.83333333
19499,10,44.0,0,0.825447486,11330,45.11111111
19500,2,33.0,1,0.825,10553,156.0
19506,18,56.0,0,0.6856075690000001,10973,37.0
19508,13,58.0,0,0.7326028520000001,9080,31.08333333
19509,16,53.0,1,0.624980556,11312,43.93333333
19512,14,56.0,0,0.848984015,11123,50.92307692
19517,12,53.0,0,0.889814683,11365,59.72727273
19520,14,33.0,0,0.6875248290000001,11361,52.15384615
19522,9,38.0,0,0.677185017,8333,27.75
19523,3,62.0,0,0.7952910559999999,12249,95.0
19524,19,34.0,1,0.757079052,9952,26.33333333
19525,12,61.0,0,0.643178784,7839,61.45454545
19527,13,31.0,0,0.735223924,11106,39.83333333
19529,21,35.0,0,0.566595793,9161,29.7
19531,24,35.0,0,0.5751892160000001,8859,28.30434783
19532,15,53.0,0,0.61020808,10075,49.92857143
19533,21,36.0,1,0.6748129979999999,9086,19.25
19535,8,48.0,0,0.75938315,12508,66.57142857
19537,10,32.0,0,1.074741994,11791,47.88888889
19540,6,48.0,1,1.024189853,11209,63.8
19542,12,28.0,0,0.687220605,9451,20.63636364
19543,11,35.0,0,0.8596276709999999,10063,51.7
19550,14,24.0,0,0.516317593,9976,51.23076923
19552,19,44.0,0,0.754532786,10797,39.33333333
19553,14,40.0,0,0.7000884359999999,9513,52.53846154
19557,6,45.0,0,0.7203237140000001,7620,67.4
19558,24,43.0,0,0.598210305,9463,25.52173913
19559,10,50.0,0,0.79423998,12391,64.66666667
19564,17,41.0,0,0.62152496,10286,39.0
19566,13,34.0,0,0.8335234090000001,10251,43.08333333
19569,12,44.0,0,0.642496658,10082,62.54545455
19571,3,38.0,1,0.8434807259999999,13101,19.5
19575,13,55.0,0,0.734615385,10181,55.58333333
19576,16,34.0,0,0.5857857710000001,8610,33.4
19578,10,53.0,1,0.688822037,9368,42.55555556
19580,16,36.0,1,0.764722018,10451,47.46666667
19581,12,41.0,0,0.819178801,10461,29.81818182
19585,9,37.0,0,0.804445017,13389,61.375
19586,26,33.0,0,0.6450446870000001,9843,23.08
19588,13,54.0,0,0.787164744,10709,40.41666667
19589,11,38.0,0,0.68737129,8607,54.4
19590,12,45.0,0,0.682327412,7783,50.90909091
19592,13,28.0,1,0.7107858770000001,9775,14.16666667
19596,10,38.0,0,0.708251788,10333,78.88888889
19597,9,45.0,0,0.624637565,9054,43.0
19598,7,47.0,1,0.574877678,7765,52.33333333
19601,7,40.0,1,0.6522498170000001,8696,41.0
19602,16,40.0,0,0.6471867379999999,9776,34.66666667
19603,8,52.0,0,0.72844595,11062,72.57142857
19605,11,36.0,1,0.669307106,9344,42.0
19606,13,47.0,0,0.810251462,12133,43.41666667
19610,13,48.0,1,0.602940039,8548,60.33333333
19611,13,64.0,0,0.8260192120000001,11622,50.75
19612,11,45.0,0,0.606129989,9470,40.1
19613,12,49.0,1,0.557950508,10096,38.90909091
19615,17,45.0,0,0.841374005,11226,38.0
19616,14,33.0,0,0.7571620309999999,11855,41.76923077
19617,9,56.0,0,0.801742765,9138,56.375
19618,15,48.0,0,0.929063268,11584,36.5
19619,12,35.0,0,0.713668422,10012,42.63636364
19622,11,40.0,0,0.848383584,10816,29.1
19623,17,56.0,0,0.642924489,9460,38.75
19624,11,43.0,1,0.680356422,9386,62.0
19630,16,33.0,1,0.947863664,11848,46.26666667
19635,10,41.0,0,0.85876327,13287,46.66666667
19636,14,27.0,1,0.69014072,9617,32.07692308
19637,9,33.0,0,0.683558178,11260,65.625
19640,12,37.0,0,0.54072871,8104,58.54545455
19643,8,33.0,0,0.7581683109999999,9430,49.0
19644,18,25.0,0,0.616240471,10023,37.94117647
19646,15,41.0,0,0.88562798,12188,39.42857143
19647,9,32.0,1,0.73217202,11604,61.5
19649,20,42.0,1,0.788101843,11990,33.73684211
19651,8,44.0,0,0.650376333,10668,64.28571429
19652,11,48.0,0,0.734479665,9830,25.5
19653,14,40.0,0,0.648995358,10221,36.92307692
19658,10,45.0,0,0.8821854159999999,12346,34.44444444
19659,13,36.0,0,0.846477435,11419,31.83333333
19660,9,49.0,1,0.748846802,10496,41.75
19663,12,44.0,0,0.8020608909999999,12409,56.81818182
19664,8,41.0,0,0.720142477,9820,54.0
19669,16,48.0,0,0.68189797,9864,37.6
19671,17,38.0,1,0.6963555379999999,11333,34.5625
19675,14,34.0,0,0.715896889,9573,31.84615385
19682,10,35.0,0,0.631646072,9641,48.88888889
19684,8,39.0,0,0.851994787,11516,82.57142857
19685,17,37.0,0,0.740234831,11873,45.125
19686,9,43.0,1,0.747230982,11865,62.25
19692,12,41.0,0,0.634683201,11174,55.0
19695,15,32.0,0,0.74951987,9491,47.5
19697,12,51.0,0,1.097055339,9940,56.63636364
19698,22,33.0,0,0.763284326,10994,24.95238095
19701,10,36.0,0,0.539204694,7557,64.66666667
19705,14,44.0,0,0.772868893,11427,31.53846154
19706,3,34.0,0,0.835237069,14028,73.0
19709,14,34.0,1,0.778143198,9779,38.61538462
19710,15,38.0,0,0.61831106,8694,50.57142857
19714,11,41.0,0,0.919732156,11183,63.8
19716,14,50.0,0,0.591250239,8264,52.46153846
19723,14,61.0,0,0.621451216,10282,44.61538462
19729,11,49.0,0,0.776019424,10896,63.8
19730,10,45.0,0,0.621283235,9175,74.44444444
19731,12,28.0,0,0.5286753470000001,9089,47.81818182
19736,13,28.0,1,0.65215772,8315,39.41666667
19739,10,48.0,0,0.856,11994,39.33333333
19741,13,41.0,0,0.7249437740000001,11513,46.33333333
19743,11,37.0,0,0.7572170559999999,10492,65.4
19744,16,47.0,1,0.68062689,12124,41.46666667
19749,16,50.0,0,0.85770452,12124,39.66666667
19752,13,32.0,0,0.544208975,9943,48.33333333
19753,12,59.0,0,0.733125296,9744,45.45454545
19760,16,40.0,0,0.695625,12458,42.73333333
19761,7,38.0,0,0.9227192,11349,54.83333333
19762,9,35.0,0,0.728830602,10649,55.875
19763,11,44.0,1,0.777666038,10270,58.2
19766,16,47.0,0,0.682350149,9556,46.66666667
19767,16,44.0,0,0.575905321,10465,47.2
19768,11,50.0,1,0.719956312,12169,70.5
19771,8,53.0,1,0.713843577,11189,59.28571429
19775,16,35.0,1,0.7116485229999999,9696,29.73333333
19776,10,55.0,0,0.960250291,11995,61.77777778
19778,10,29.0,1,0.6934203440000001,10505,48.55555556
19782,12,39.0,1,0.685916463,10389,57.45454545
19784,9,52.0,1,0.715057325,10613,72.875
19785,14,47.0,1,0.623010091,9549,43.38461538
19786,18,46.0,0,0.65387365,9127,33.29411765
19793,7,51.0,0,0.7116546559999999,9358,67.33333333
19794,5,48.0,0,0.77,10811,30.0
19795,11,32.0,0,0.783921245,11469,66.2
19797,11,32.0,0,0.47460713,6302,56.6
19802,15,59.0,1,0.561951175,9083,32.78571429
19803,10,53.0,1,0.590791515,10641,66.88888889
19806,15,36.0,0,0.6880612420000001,8221,18.35714286
19807,11,46.0,0,0.653781205,10564,59.4
19810,14,50.0,0,0.623425322,9070,45.46153846
19815,17,45.0,0,0.692122692,9924,40.25
19816,14,41.0,1,0.86016183,9771,25.61538462
19818,15,42.0,0,0.5830809610000001,8875,49.21428571
19819,8,38.0,0,0.795095118,10648,80.57142857
19821,21,50.0,0,0.599001117,8779,33.75
19825,8,48.0,0,0.64214189,9512,19.28571429
19827,12,39.0,0,0.951380827,10131,59.63636364
19829,15,53.0,0,0.609803097,9947,37.57142857
19830,9,60.0,1,0.705555556,10047,71.875
19835,15,39.0,0,0.706040676,9929,48.64285714
19836,15,56.0,0,0.635603693,9619,50.14285714
19838,17,48.0,0,0.803423094,11304,45.0
19840,18,37.0,0,0.621305466,9302,40.88235294
19842,17,42.0,0,0.787876327,12810,40.625
19845,19,46.0,1,0.7941529140000001,11794,36.72222222
19849,13,47.0,0,0.654750159,9252,45.5
19852,9,31.0,0,0.795227273,11697,67.75
19854,11,37.0,1,0.682528404,10263,61.1
19856,13,50.0,0,0.6892175079999999,9078,59.66666667
19858,12,34.0,0,0.8730397790000001,10732,53.45454545
19860,14,45.0,0,0.7823365320000001,10576,49.92307692
19862,4,50.0,1,0.7260882390000001,11211,19.33333333
19863,7,28.0,0,0.571009464,10082,114.1666667
19866,10,54.0,0,0.747690018,8772,62.0
19867,14,39.0,0,0.7317162229999999,10374,45.23076923
19869,9,42.0,1,0.8839916659999999,11944,66.0
19870,10,37.0,1,0.804636714,10292,44.66666667
19871,11,48.0,0,0.502945793,8707,52.5
19873,9,42.0,0,0.7312536409999999,8785,65.25
19874,10,30.0,1,0.644961724,9219,49.77777778
19875,12,43.0,1,0.793518937,11186,49.54545455
19877,12,36.0,0,0.528002061,9174,63.36363636
19882,10,30.0,0,0.793866029,10270,29.0
19883,15,42.0,0,0.596192209,9550,48.0
19886,13,54.0,0,0.672285136,9284,49.5
19887,18,63.0,0,0.7993677229999999,11286,40.70588235
19888,10,32.0,1,0.8314066309999999,10808,56.22222222
19890,10,38.0,1,0.7019181990000001,10272,65.11111111
19894,7,57.0,0,0.622454532,8733,31.66666667
19898,11,45.0,0,0.8911643090000001,9504,52.4
19899,19,56.0,0,0.677877049,9523,28.55555556
19900,9,44.0,0,0.920280962,12887,89.25
19901,8,38.0,0,0.7574432659999999,10911,83.85714286
19902,13,44.0,0,0.664214255,8449,31.91666667
19904,15,55.0,0,0.810666667,13647,39.57142857
19905,12,36.0,1,0.934008214,12015,52.09090909
19906,16,35.0,1,0.837380839,12664,18.6
19907,18,40.0,0,0.6269966810000001,8694,27.94117647
19911,14,53.0,0,0.603283208,8091,29.46153846
19915,13,44.0,0,0.6972335829999999,10326,14.5
19916,13,43.0,0,0.8231468809999999,10742,51.91666667
19919,12,44.0,0,0.6934742309999999,11115,38.90909091
19920,19,47.0,1,0.79056887,11139,35.05555556
19925,9,35.0,0,0.574310522,6340,50.25
19928,13,45.0,0,0.76307477,10892,54.25
19929,11,27.0,0,0.602097978,9842,39.2
19931,12,47.0,0,0.668707127,9232,50.36363636
19932,14,45.0,0,0.68172893,10045,54.92307692
19934,19,46.0,0,0.7315380029999999,12201,33.77777778
19941,13,50.0,0,0.7500807829999999,10791,53.0
19942,9,52.0,0,0.787363485,8926,87.625
19943,12,57.0,0,0.905656222,11120,45.72727273
19948,16,45.0,0,0.6579600489999999,9988,25.33333333
19949,17,52.0,0,0.740936083,10852,40.1875
19950,12,55.0,0,0.749675722,11766,59.45454545
19951,15,46.0,0,0.719421056,11143,49.14285714
19952,14,40.0,0,0.821499262,12182,37.61538462
19954,14,35.0,1,0.780916045,11093,33.0
19955,14,27.0,1,0.769511245,10505,29.15384615
19959,9,31.0,0,0.681829316,10027,20.875
19961,14,43.0,1,0.869106585,13113,41.15384615
19962,16,36.0,0,0.757149923,9986,47.26666667
19963,11,46.0,0,0.666189751,11215,28.3
19965,11,33.0,1,0.6941907140000001,10034,41.1
19966,14,29.0,0,0.770402668,13624,55.23076923
19970,15,44.0,0,0.694395848,9602,41.57142857
19975,12,47.0,0,1.07758894,11298,47.18181818
19976,11,33.0,1,0.7154338170000001,11084,47.5
19982,10,60.0,0,0.722033528,9611,42.88888889
19983,21,44.0,0,0.723949455,12163,21.4
19987,12,33.0,0,0.6612057960000001,8879,37.36363636
19989,19,46.0,0,0.711029309,11093,22.72222222
19990,28,46.0,0,0.5591398,9343,21.07407407
19995,12,57.0,0,0.8630377690000001,11196,42.0
19998,9,41.0,0,0.68331619,10102,70.25
20000,10,35.0,1,0.973128981,11647,64.77777778
20003,7,53.0,0,0.8685714290000001,8021,38.0
20004,13,34.0,0,0.7034190990000001,8971,60.0
20006,17,48.0,1,0.919099729,12497,35.0625
20007,20,48.0,0,0.9025,11736,25.15789474
20010,8,36.0,0,0.859635519,11679,69.28571429
20011,20,39.0,0,0.814467333,11142,35.05263158
20012,18,38.0,0,0.505568614,7543,27.29411765
20013,27,50.0,1,0.731397354,9887,26.46153846
20016,11,45.0,0,0.8945555070000001,11906,47.8
20020,13,38.0,0,0.75588228,10323,46.83333333
20021,11,32.0,0,0.8184191129999999,10466,55.8
20022,8,27.0,1,0.7064639859999999,8515,67.0
20023,23,29.0,0,0.677062933,10781,23.54545455
20028,14,42.0,0,0.750667773,10579,32.30769231
20029,21,37.0,0,0.58291983,8889,24.95
20033,15,34.0,0,0.7725973290000001,10627,46.21428571
20036,15,36.0,0,0.680877594,10241,49.92857143
20041,12,48.0,0,0.6916274590000001,10760,56.18181818
20042,4,46.0,1,0.69789269,6747,156.33333330000002
20045,17,40.0,0,0.56857569,7851,36.875
20046,11,58.0,0,0.6494547970000001,9106,57.5
20048,12,42.0,0,0.7668884,10138,55.90909091
20052,11,41.0,0,0.913184065,11190,35.9
20053,10,47.0,0,0.796256367,11447,56.66666667
20056,14,59.0,1,0.7015439059999999,9601,41.0
20057,15,47.0,0,0.8806775990000001,12671,49.07142857
20058,2,62.0,0,0.75,6296,75.0
20060,2,25.0,1,0.75,6296,56.0
20063,10,58.0,0,0.786012638,11611,75.33333333
20065,14,37.0,0,0.85573294,10550,50.07692308
20068,14,50.0,0,0.823004457,10960,33.76923077
20070,12,38.0,0,0.870053545,10902,36.81818182
20075,16,56.0,0,0.486848582,5690,26.4
20080,12,32.0,0,0.671822092,8865,38.63636364
20086,11,49.0,0,0.849524275,11689,52.6
20087,10,36.0,0,0.815891733,10401,57.0
20088,4,57.0,0,0.532458135,8656,16.33333333
20089,14,33.0,0,0.6997000520000001,11387,46.38461538
20090,22,38.0,0,0.622626815,8487,29.19047619
20091,14,38.0,0,0.737703587,10439,46.61538462
20096,14,38.0,0,0.7193694970000001,10966,24.38461538
20099,13,46.0,0,0.826254158,10141,51.66666667
20100,16,43.0,0,0.629734051,8679,32.46666667
20101,12,33.0,1,0.664198865,9626,47.36363636
20102,16,38.0,0,0.6620187129999999,11266,40.66666667
20103,16,55.0,1,0.6832320909999999,10471,34.66666667
20104,15,30.0,0,0.752876145,10226,37.5
20106,14,32.0,1,0.691751563,8507,31.76923077
20107,11,29.0,0,0.8400876890000001,13080,57.1
20108,2,47.0,0,0.8,15076,9.0
20110,8,37.0,0,0.548844627,8453,67.0
20111,9,43.0,0,0.770962672,9849,69.75
20114,9,34.0,0,0.5569479420000001,9654,31.375
20116,13,38.0,0,0.85494412,12194,37.41666667
20117,13,30.0,0,0.680736595,11140,43.66666667
20118,19,48.0,0,0.769445147,10031,20.05555556
20121,8,56.0,0,0.6981811920000001,9321,80.28571429
20122,2,24.0,0,0.8,14998,99.0
20124,16,30.0,1,0.767803738,10638,31.26666667
20126,15,33.0,1,0.5730751829999999,8995,43.21428571
20127,11,48.0,0,0.6397300429999999,11003,45.9
20133,7,53.0,0,0.76481027,10955,69.33333333
20135,14,42.0,0,0.7215020190000001,11106,44.84615385
20139,19,40.0,0,0.840282888,11541,29.94444444
20140,5,32.0,1,1.044689999,10577,92.75
20141,12,34.0,0,0.576477316,7964,21.63636364
20143,12,26.0,1,0.5690630560000001,7703,54.36363636
20145,8,28.0,1,0.656607201,10045,80.57142857
20146,14,38.0,0,0.6439285339999999,8929,35.0
20147,14,56.0,0,0.8425334720000001,10468,40.76923077
20148,13,42.0,0,0.652213449,8636,57.25
20151,12,43.0,0,0.63025122,10005,40.36363636
20153,10,36.0,0,0.70938537,10618,59.22222222
20158,20,39.0,0,0.610216659,8073,33.57894737
20159,15,43.0,0,0.733694772,11502,50.28571429
20161,9,43.0,1,0.830217525,9643,74.75
20162,10,48.0,1,0.661042484,9934,52.55555556
20166,11,57.0,0,0.683056916,9180,37.0
20173,13,38.0,0,0.773609056,12451,29.33333333
20175,11,41.0,0,0.6145792170000001,8428,60.2
20176,14,45.0,0,0.853540464,10573,53.84615385
20177,11,44.0,0,0.943182207,11453,35.8
20182,9,30.0,0,0.606999399,8151,67.0
20184,16,54.0,0,0.638642613,9526,33.06666667
20188,11,35.0,0,0.73913791,10103,68.0
20191,15,56.0,0,0.653105436,11033,36.21428571
20197,18,58.0,0,0.6197810739999999,10095,35.05882353
20198,13,52.0,0,0.642775744,9388,54.16666667
20201,8,31.0,1,0.595278105,11466,67.71428571
20203,11,40.0,1,0.891726905,10386,51.4
20206,14,44.0,0,0.476376829,7162,43.23076923
20208,11,45.0,0,0.825954313,11545,61.8
20209,6,29.0,1,0.8086193079999999,9212,60.4
20210,11,32.0,0,0.779452954,11012,42.2
20211,11,30.0,0,0.6892266109999999,9787,71.1
20215,8,53.0,0,0.962532994,11088,86.57142857
