AGE,FLIGHT_COUNT,recency,monetary,AVG_DISTANCE,Cluster_Labels
-0.3079678635951389,1.5481495020902578,-1.047335601263105,4.010961408567493,0.5644359314730444,0
1.5797772533459773,-0.3548549804257486,1.26559145921357,0.9709155724133292,5.486382976894414,1
0.24210027115501123,1.5481495020902578,-0.7513210750849623,3.4392891769062484,0.3229022228639546,0
-0.8014258557983256,1.675666273346155,-0.6559943632648824,3.4563124431441303,0.3695100788394705,0
-0.3079678635951389,2.012643931351167,-0.8416305915460905,3.707637755601591,-0.1354781242086086,0
-0.5480252567048928,-0.7672823019287259,1.135144379880829,1.1485765691504997,7.952232743200043,1
-1.5043587197008312,1.907000315918273,-0.977094866237783,3.723422966113082,-0.24910835056500535,0
-2.7159750904230417,-0.3548549804257486,-0.9670604755198798,1.9728121689955962,5.5072913002796895,0
0.13726720844302495,1.4111786943865698,-1.1125591409294755,3.7469460249145192,0.7581296301643922,0
1.5018259980449358,1.5481495020902578,-0.8014930286744779,3.151750734451838,0.16661014036406552,0
-1.2100606501360207,1.907000315918273,-1.1577138991600395,0.16834594778008283,0.1320842070364,0
1.3418082675964154,-1.2989935966846498,0.4728745924992215,0.38283910237739854,13.236299019921978,1
0.732900124319785,-1.2989935966846498,1.4813308596484878,0.5066446750165419,13.236299019921978,1
-0.6729656034852284,-1.2989935966846498,2.088411498081628,0.5066446750165419,13.236299019921978,1
1.656418341308229,-1.2989935966846498,2.088411498081628,0.5066446750165419,13.236299019921978,1
-0.19251771252169733,-1.2989935966846498,0.16682567560317554,0.38283910237739854,13.236299019921978,1
-1.5043587197008312,2.112574218909464,-0.7463038797260106,3.3634582636647727,-0.11674021501557603,0
-2.5219016573151545,-0.01787732242073629,-0.9570260848019767,1.9390751504514296,3.9756336221706827,0
-0.8014258557983256,2.012643931351167,-1.0523527966220565,2.547270026041221,-0.23264033288136043,0
0.4448019705860204,1.5481495020902578,-1.1627310945189913,3.4426938301538246,0.4958452778335653,0
1.422519000979408,1.5481495020902578,-0.3449282510098849,1.6351324696223328,0.5033192938853155,0
1.2596432087693366,2.112574218909464,-1.047335601263105,3.536167037496378,-0.0952169409424981,0
0.029967260417279342,1.7949502465991016,-0.5707020421627056,3.0198977995911505,0.04691866136485653,0
-0.0799184758213749,0.7315276570872538,-0.8717337636997999,2.2711835990559313,1.8666294908185561,0
0.029967260417279342,1.4111786943865698,-0.661011558623834,3.188582892311983,0.741320978031131,0
-0.0799184758213749,0.9262612938381658,0.05143018234728937,3.828038674993158,1.4427747292508712,0
-0.0799184758213749,2.297554481598248,-1.0172324291093955,3.8206103406348095,-0.5042206433997591,0
0.6388754036939076,2.5443552261070916,-1.1326279223652818,2.6308387875726424,-0.6103584584157808,0
-1.0697407360241227,-0.7672823019287259,-0.2596359299077081,1.2649538074312945,8.187553873065696,1
1.2596432087693366,-0.3548549804257486,-0.40011739995835216,1.67598830859325,5.572168597842825,0
